gender,age_group,occasion,skin_tone,style,item,brand,color,price,image_url,product_url
female,teen,casual,medium,classic,Liquor N Poker Dazed halterneck top & flared ...,Liquor N Poker,red,110.0,https://images.asos-media.com/products/liquor-n-poker-dazed-halterneck-top-flared-pants-set-in-red-polka-dot/209823995-3,https://www.asos.com/liquor-n-poker/liquor-n-poker-dazed-halterneck-top-flared-pants-set-in-red-polka-dot/grp/210476240
female,adult,party,dark,classic,ASOS DESIGN scoop neck satin maxi dress in ch...,ASOS DESIGN,mixed,47.99,https://images.asos-media.com/products/asos-design-scoop-neck-satin-maxi-dress-in-chocolate/209805804-1-chocolate,https://www.asos.com/asos-design/asos-design-scoop-neck-satin-maxi-dress-in-chocolate/prd/209805804#colourWayId-209805813
female,senior,party,fair,classic,Pretty Lavish knit maxi dress and cardigan se...,Pretty Lavish,brown,192.0,https://images.asos-media.com/products/pretty-lavish-knit-maxi-dress-and-cardigan-set-in-brown/209823234-2,https://www.asos.com/pretty-lavish/pretty-lavish-knit-maxi-dress-and-cardigan-set-in-brown/grp/210227045
female,senior,party,medium,classic,ASOS LUXE button down collared mini dress wit...,ASOS LUXE,red,189.0,https://images.asos-media.com/products/asos-luxe-button-down-collared-mini-dress-with-ruching-details-in-stone/209569018-1-stone,https://www.asos.com/asos-luxe/asos-luxe-button-down-collared-mini-dress-with-ruching-details-in-stone/prd/209569018#colourWayId-209569039
female,adult,party,brown,classic,ASOS DESIGN jersey hybrid midaxi dress with p...,ASOS DESIGN,black,59.99,https://images.asos-media.com/products/asos-design-jersey-hybrid-midaxi-dress-with-poplin-skirt-in-in-black/210404956-1-black,https://www.asos.com/asos-design/asos-design-jersey-hybrid-midaxi-dress-with-poplin-skirt-in-in-black/prd/210404956#colourWayId-210404957
female,senior,formal,brown,elegant,Bardot Estie sweetheart neckline gathered hip...,Bardot,red,267.0,https://images.asos-media.com/products/bardot-estie-sweetheart-neckline-gathered-hips-strappy-lace-up-back-detail-printed-maxi-dress-in-leopard/209899306-1-leopard,https://www.asos.com/bardot/bardot-estie-sweetheart-neckline-gathered-hips-strappy-lace-up-back-detail-printed-maxi-dress-in-leopard/prd/209899306#colourWayId-209899310
female,teen,party,fair,classic,ASOS DESIGN Bridesmaids off the shoulder sati...,ASOS DESIGN,pink,219.0,https://images.asos-media.com/products/asos-design-bridesmaids-off-the-shoulder-satin-maxi-dress-in-pink/209756455-1-pink,https://www.asos.com/asos-design/asos-design-bridesmaids-off-the-shoulder-satin-maxi-dress-in-pink/prd/209756455#colourWayId-209756479
female,senior,party,medium,classic,Glamorous throw on boxy shirt dress with squa...,Glamorous,white,66.0,https://images.asos-media.com/products/glamorous-throw-on-boxy-shirt-dress-with-square-neck-collar-in-white-with-red-tipping/210039843-1-whitered,https://www.asos.com/glamorous/glamorous-throw-on-boxy-shirt-dress-with-square-neck-collar-in-white-with-red-tipping/prd/210039843#colourWayId-210039845
female,young_adult,party,olive,classic,& Other Stories draped jersey maxi dress with...,& Other Stories,beige,125.0,https://images.asos-media.com/products/other-stories-draped-jersey-maxi-dress-with-boat-neck-and-buckle-detail-in-beige/210310323-1-mink,https://www.asos.com/other-stories/other-stories-draped-jersey-maxi-dress-with-boat-neck-and-buckle-detail-in-beige/prd/210310323#colourWayId-210310325
female,senior,party,medium,classic,Never Fully Dressed Petite oversized jersey t...,Never Fully Dressed,red,157.0,https://images.asos-media.com/products/never-fully-dressed-petite-oversized-jersey-t-shirt-midi-dress-with-lace-skirt-in-red-and-pink/209698963-1-redpink,https://www.asos.com/never-fully-dressed/never-fully-dressed-petite-oversized-jersey-t-shirt-midi-dress-with-lace-skirt-in-red-and-pink/prd/209698963#colourWayId-209698969
female,adult,party,olive,classic,Never Fully Dressed mesh maxi dress in mixed ...,Never Fully Dressed,mixed,172.0,https://images.asos-media.com/products/never-fully-dressed-mesh-maxi-dress-in-mixed-dallas-print/209921677-1-pink,https://www.asos.com/never-fully-dressed/never-fully-dressed-mesh-maxi-dress-in-mixed-dallas-print/prd/209921677#colourWayId-209921680
female,teen,party,dark,classic,ASOS LUXE button down mini dress with bow bac...,ASOS LUXE,pink,149.0,https://images.asos-media.com/products/asos-luxe-button-down-mini-dress-with-bow-back-in-pink/210026785-1-pink,https://www.asos.com/asos-luxe/asos-luxe-button-down-mini-dress-with-bow-back-in-pink/prd/210026785#colourWayId-210026786
female,adult,party,dark,classic,ASOS DESIGN denim bodycon slash neck midi dre...,ASOS DESIGN,black,69.99,https://images.asos-media.com/products/asos-design-denim-bodycon-slash-neck-midi-dress-in-black/209875224-1-black,https://www.asos.com/asos-design/asos-design-denim-bodycon-slash-neck-midi-dress-in-black/prd/209875224#colourWayId-209875232
female,young_adult,party,medium,classic,ASOS DESIGN Premium halterneck corset fishtai...,ASOS DESIGN,mixed,159.0,https://images.asos-media.com/products/asos-design-premium-halterneck-corset-fishtail-maxi-dress-with-drape-detail-in-plum/209605249-1-red,https://www.asos.com/asos-design/asos-design-premium-halterneck-corset-fishtail-maxi-dress-with-drape-detail-in-plum/prd/209605249#colourWayId-209605252
female,senior,casual,brown,classic,Sister Jane Illume Exclusive set in white dot...,sister jane,white,188.0,https://images.asos-media.com/products/sister-jane-illume-exclusive-set-in-white-dot-print/210276423-1-white,https://www.asos.com/sister-jane/sister-jane-illume-exclusive-set-in-white-dot-print/grp/210546547#colourWayId-210276519
female,adult,party,medium,classic,Never Fully Dressed oversized jersey T-shirt ...,Never Fully Dressed,red,155.0,https://images.asos-media.com/products/never-fully-dressed-oversized-jersey-t-shirt-lace-skirt-maxi-dress-in-red-and-pink/209921628-1-redpink,https://www.asos.com/never-fully-dressed/never-fully-dressed-oversized-jersey-t-shirt-lace-skirt-maxi-dress-in-red-and-pink/prd/209921628#colourWayId-209921639
female,adult,party,olive,classic,Six Stories Bridesmaids strapless pleated bus...,Six Stories,pink,226.0,https://images.asos-media.com/products/six-stories-bridesmaids-strapless-pleated-bust-detailing-satin-maxi-dress-in-pink/210049032-1-pink,https://www.asos.com/six-stories/six-stories-bridesmaids-strapless-pleated-bust-detailing-satin-maxi-dress-in-pink/prd/210049032#colourWayId-210049033
female,teen,formal,dark,elegant,ASOS DESIGN double breasted regular suit set ...,ASOS DESIGN,beige,208.99,https://images.asos-media.com/products/asos-design-double-breasted-regular-suit-set-with-wrap-detail-in-beige/209917927-2,https://www.asos.com/asos-design/asos-design-double-breasted-regular-suit-set-with-wrap-detail-in-beige/grp/210492297#colourWayId-209917752
female,senior,party,medium,classic,& Other Stories cotton midi shirt dress with ...,& Other Stories,blue,171.0,https://images.asos-media.com/products/other-stories-cotton-midi-shirt-dress-with-belt-in-dark-blue/210150875-1-darkblue,https://www.asos.com/other-stories/other-stories-cotton-midi-shirt-dress-with-belt-in-dark-blue/prd/210150875#colourWayId-210150877
female,young_adult,party,fair,classic,ASOS LUXE tailored bandeau mini dress with ma...,ASOS LUXE,red,209.0,https://images.asos-media.com/products/asos-luxe-tailored-bandeau-mini-dress-with-macrame-fringing-in-check/209614989-1-check,https://www.asos.com/asos-luxe/asos-luxe-tailored-bandeau-mini-dress-with-macrame-fringing-in-check/prd/209614989#colourWayId-209615014
female,senior,party,medium,classic,ASOS LUXE denim cross front mini dress with b...,ASOS LUXE,mixed,159.0,https://images.asos-media.com/products/asos-luxe-denim-cross-front-mini-dress-with-bubble-hem-skirt-in-indigo-wash/209688182-1-indigo,https://www.asos.com/asos-luxe/asos-luxe-denim-cross-front-mini-dress-with-bubble-hem-skirt-in-indigo-wash/prd/209688182#colourWayId-209688190
female,young_adult,party,fair,classic,ASOS DESIGN flocked polka dots cape mini dres...,ASOS DESIGN,black,59.99,https://images.asos-media.com/products/asos-design-flocked-polka-dots-cape-mini-dress-in-black/210387913-1-black,https://www.asos.com/asos-design/asos-design-flocked-polka-dots-cape-mini-dress-in-black/prd/210387913#colourWayId-210387916
female,teen,party,olive,classic,Maids to Measure Bridesmaid cowl front maxi d...,Maids to Measure,pink,260.0,https://images.asos-media.com/products/maids-to-measure-bridesmaid-cowl-front-maxi-dress-in-hot-pink/209918584-1-hotpink,https://www.asos.com/maids-to-measure/maids-to-measure-bridesmaid-cowl-front-maxi-dress-in-hot-pink/prd/209918584#colourWayId-209918586
female,young_adult,party,brown,classic,Maids to Measure Bridesmaid one shoulder scar...,Maids to Measure,pink,260.0,https://images.asos-media.com/products/maids-to-measure-bridesmaid-one-shoulder-scarf-maxi-dress-in-hot-pink/209918601-1-hotpink,https://www.asos.com/maids-to-measure/maids-to-measure-bridesmaid-one-shoulder-scarf-maxi-dress-in-hot-pink/prd/209918601#colourWayId-209918603
female,senior,party,brown,classic,ASOS DESIGN Bridesmaids sheer chiffon cape ov...,ASOS DESIGN,pink,209.0,https://images.asos-media.com/products/asos-design-bridesmaids-sheer-chiffon-cape-overlay-bias-cut-satin-dress-in-pink/209825637-1-pink,https://www.asos.com/asos-design/asos-design-bridesmaids-sheer-chiffon-cape-overlay-bias-cut-satin-dress-in-pink/prd/209825637#colourWayId-209825658
female,teen,party,fair,classic,ASOS DESIGN Curve georgette bardot bridesmaid...,ASOS Curve,blue,209.0,https://images.asos-media.com/products/asos-design-curve-georgette-bardot-bridesmaids-dress-in-blue/209801866-1-blue,https://www.asos.com/asos-curve/asos-design-curve-georgette-bardot-bridesmaids-dress-in-blue/prd/209801866#colourWayId-209801893
female,teen,party,brown,classic,ASOS DESIGN Bridesmaids satin draped bust max...,ASOS DESIGN,mixed,219.0,https://images.asos-media.com/products/asos-design-bridesmaids-satin-draped-bust-maxi-dress-with-column-skirt-in-lemon/209771908-1-lemon,https://www.asos.com/asos-design/asos-design-bridesmaids-satin-draped-bust-maxi-dress-with-column-skirt-in-lemon/prd/209771908#colourWayId-209771912
female,teen,party,dark,classic,ASOS DESIGN long sleeve deep off the shoulder...,ASOS DESIGN,black,44.99,https://images.asos-media.com/products/asos-design-long-sleeve-deep-off-the-shoulder-mini-dress-in-black/210157468-1-black,https://www.asos.com/asos-design/asos-design-long-sleeve-deep-off-the-shoulder-mini-dress-in-black/prd/210157468#colourWayId-210157479
female,young_adult,party,medium,classic,ASOS DESIGN Tall v-neck cami satin midi slip ...,ASOS Tall,mixed,47.99,https://images.asos-media.com/products/asos-design-tall-v-neck-cami-satin-midi-slip-dress-in-teal/209651532-1-teal,https://www.asos.com/asos-tall/asos-design-tall-v-neck-cami-satin-midi-slip-dress-in-teal/prd/209651532#colourWayId-209651533
female,senior,formal,brown,elegant,ASOS DESIGN slim suit set in black subtle str...,ASOS DESIGN,black,208.99,https://images.asos-media.com/products/asos-design-slim-suit-set-in-black-subtle-stripes/209258328-2,https://www.asos.com/asos-design/asos-design-slim-suit-set-in-black-subtle-stripes/grp/210478130
female,teen,formal,fair,elegant,ASOS DESIGN slim tuxedo suit set with satin d...,ASOS DESIGN,black,208.99,https://images.asos-media.com/products/asos-design-slim-tuxedo-suit-set-with-satin-detailing-in-black/209386803-2,https://www.asos.com/asos-design/asos-design-slim-tuxedo-suit-set-with-satin-detailing-in-black/grp/210474816#colourWayId-209386805
female,adult,party,brown,classic,ASOS DESIGN georgette bardot bridesmaids dres...,ASOS DESIGN,mixed,209.0,https://images.asos-media.com/products/asos-design-georgette-bardot-bridesmaids-dress-in-yellow/209801940-1-yellow,https://www.asos.com/asos-design/asos-design-georgette-bardot-bridesmaids-dress-in-yellow/prd/209801940#colourWayId-209801946
female,young_adult,party,fair,classic,ASOS DESIGN Petite scrunch one shoulder maxi ...,ASOS Petite,navy,89.99,https://images.asos-media.com/products/asos-design-petite-scrunch-one-shoulder-maxi-dress-in-navy-scuba-style-fabric/210146482-1-navy,https://www.asos.com/asos-petite/asos-design-petite-scrunch-one-shoulder-maxi-dress-in-navy-scuba-style-fabric/prd/210146482#colourWayId-210146488
female,young_adult,party,brown,classic,ASOS DESIGN Tall high neck drape maxi dress w...,ASOS Tall,mixed,119.0,https://images.asos-media.com/products/asos-design-tall-high-neck-drape-maxi-dress-with-drape-skirt-in-teal/209949873-1-teal,https://www.asos.com/asos-tall/asos-design-tall-high-neck-drape-maxi-dress-with-drape-skirt-in-teal/prd/209949873#colourWayId-209949876
female,teen,party,fair,classic,Six Stories Bridesmaids satin asymmetric off ...,Six Stories,pink,226.0,https://images.asos-media.com/products/six-stories-bridesmaids-satin-asymmetric-off-the-shoulder-maxi-dress-in-dark-pink/210049061-1-darkpink,https://www.asos.com/six-stories/six-stories-bridesmaids-satin-asymmetric-off-the-shoulder-maxi-dress-in-dark-pink/prd/210049061#colourWayId-210049062
female,adult,party,dark,classic,Never Fully Dressed belted denim shacket dres...,Never Fully Dressed,blue,224.0,https://images.asos-media.com/products/never-fully-dressed-belted-denim-shacket-dress-in-blue-paisley/209921576-1-bluepaisley,https://www.asos.com/never-fully-dressed/never-fully-dressed-belted-denim-shacket-dress-in-blue-paisley/prd/209921576#colourWayId-209921578
female,young_adult,casual,olive,classic,Sister Jane Illume Exclusive set in pink dot ...,sister jane,pink,181.0,https://images.asos-media.com/products/sister-jane-illume-exclusive-set-in-pink-dot-print/210276551-1-pinkspotprint,https://www.asos.com/sister-jane/sister-jane-illume-exclusive-set-in-pink-dot-print/grp/210546502#colourWayId-210276558
female,young_adult,formal,fair,elegant,ARRANGE cinched collarless pleated wrap blaze...,ARRANGE,red,338.0,https://images.asos-media.com/products/arrange-cinched-collarless-pleated-wrap-blazer-draped-tailored-wide-leg-pants-maxi-skirt-in-gray/209364432-2,https://www.asos.com/arrange/arrange-cinched-collarless-pleated-wrap-blazer-draped-tailored-wide-leg-pants-maxi-skirt-in-gray/grp/210444122#colourWayId-209363514
female,senior,party,brown,classic,Sister Jane Eclipse delicate floral dress wit...,sister jane,navy,202.0,https://images.asos-media.com/products/sister-jane-eclipse-delicate-floral-dress-with-matching-scrunchie-set-in-navy/210276434-1-navy,https://www.asos.com/sister-jane/sister-jane-eclipse-delicate-floral-dress-with-matching-scrunchie-set-in-navy/grp/210547382#colourWayId-210276450
female,young_adult,party,medium,classic,Dream Sister Jane exclusive dress with matchi...,sister jane,mixed,313.0,https://images.asos-media.com/products/dream-sister-jane-exclusive-dress-with-matching-scrunchie-set-in-lime-floral/210276486-3,https://www.asos.com/sister-jane/dream-sister-jane-exclusive-dress-with-matching-scrunchie-set-in-lime-floral/grp/210547383#colourWayId-210276501
female,senior,party,olive,classic,ASOS DESIGN slinky long sleeve fallen shoulde...,ASOS DESIGN,blue,79.99,https://images.asos-media.com/products/asos-design-slinky-long-sleeve-fallen-shoulder-maxi-dress-with-drape-detail-in-light-blue/210104319-1-lightblue,https://www.asos.com/asos-design/asos-design-slinky-long-sleeve-fallen-shoulder-maxi-dress-with-drape-detail-in-light-blue/prd/210104319#colourWayId-210104325
female,teen,party,medium,classic,ASOS DESIGN high neck backless maxi dress wit...,ASOS DESIGN,black,47.99,https://images.asos-media.com/products/asos-design-high-neck-backless-maxi-dress-with-drape-scarf-detail-in-black/209948284-1-black,https://www.asos.com/asos-design/asos-design-high-neck-backless-maxi-dress-with-drape-scarf-detail-in-black/prd/209948284#colourWayId-209948285
female,adult,party,medium,classic,ASOS LUXE button up sculpted mini dress with ...,ASOS LUXE,brown,209.0,https://images.asos-media.com/products/asos-luxe-button-up-sculpted-mini-dress-with-cocoon-sleeves-in-brown-plaid/209483164-1-browncheck,https://www.asos.com/asos-luxe/asos-luxe-button-up-sculpted-mini-dress-with-cocoon-sleeves-in-brown-plaid/prd/209483164#colourWayId-209483179
female,senior,party,dark,classic,ASOS DESIGN one shoulder asymmetric ruffle sa...,ASOS DESIGN,green,229.0,https://images.asos-media.com/products/asos-design-one-shoulder-asymmetric-ruffle-satin-embellished-maxi-dress-in-green-floral-print/209026707-1-greenfloral,https://www.asos.com/asos-design/asos-design-one-shoulder-asymmetric-ruffle-satin-embellished-maxi-dress-in-green-floral-print/prd/209026707#colourWayId-209026709
female,young_adult,party,brown,classic,Sister Jane Odyssey chiffon metallic polka do...,sister jane,black,217.0,https://images.asos-media.com/products/sister-jane-odyssey-chiffon-metallic-polka-dotted-high-neck-sheer-skirted-maxi-dress-in-black/210053199-1-black,https://www.asos.com/sister-jane/sister-jane-odyssey-chiffon-metallic-polka-dotted-high-neck-sheer-skirted-maxi-dress-in-black/prd/210053199#colourWayId-210053208
female,young_adult,party,olive,classic,ASOS LUXE Curve button down sculpted mini dre...,ASOS LUXE,brown,209.0,https://images.asos-media.com/products/asos-luxe-curve-button-down-sculpted-mini-dress-with-cocoon-sleeves-in-brown-plaid/209483240-1-browncheck,https://www.asos.com/asos-luxe/asos-luxe-curve-button-down-sculpted-mini-dress-with-cocoon-sleeves-in-brown-plaid/prd/209483240#colourWayId-209483243
female,young_adult,party,brown,classic,Pretty Lavish Bridesmaids Juliet satin gather...,Pretty Lavish,black,160.0,https://images.asos-media.com/products/pretty-lavish-bridesmaids-juliet-satin-gathered-one-shoulder-maxi-dress-in-black/209521158-1-black,https://www.asos.com/pretty-lavish/pretty-lavish-bridesmaids-juliet-satin-gathered-one-shoulder-maxi-dress-in-black/prd/209521158#colourWayId-209521161
female,senior,formal,dark,elegant,"AWARE mix & match tailored blazer, vest & pan...",AWARE,red,226.0,https://images.asos-media.com/products/aware-mix-match-tailored-blazer-vest-pants-set-in-dark-heather-gray/209650987-2,https://www.asos.com/aware/aware-mix-match-tailored-blazer-vest-pants-set-in-dark-heather-gray/grp/210335672
female,adult,formal,olive,elegant,ASOS LUXE Curve oversized blazer dress with b...,ASOS LUXE,black,209.0,https://images.asos-media.com/products/asos-luxe-curve-oversized-blazer-dress-with-beaded-fringe-in-black/209019303-1-black,https://www.asos.com/asos-luxe/asos-luxe-curve-oversized-blazer-dress-with-beaded-fringe-in-black/prd/209019303#colourWayId-209019321
female,teen,formal,brown,elegant,Wanderdoll faux suede padded shoulder bodysui...,Wanderdoll,mixed,313.0,https://images.asos-media.com/products/wanderdoll-faux-suede-padded-shoulder-bodysuit-shorts-dress-and-oversized-blazer-set-in-taupe/209426665-2,https://www.asos.com/wanderdoll/wanderdoll-faux-suede-padded-shoulder-bodysuit-shorts-dress-and-oversized-blazer-set-in-taupe/grp/209902359
female,adult,formal,olive,elegant,ASOS DESIGN tie back fluted sleeve pleated ch...,ASOS DESIGN,green,94.99,https://images.asos-media.com/products/asos-design-tie-back-fluted-sleeve-pleated-chevron-chiffon-midi-dress-in-green/209863771-1-green,https://www.asos.com/asos-design/asos-design-tie-back-fluted-sleeve-pleated-chevron-chiffon-midi-dress-in-green/prd/209863771#colourWayId-209863791
female,senior,party,dark,classic,Never Fully Dressed knit sweater dress and ca...,Never Fully Dressed,mixed,333.0,https://images.asos-media.com/products/never-fully-dressed-knit-sweater-dress-and-cape-set-in-khaki-print/209698068-2,https://www.asos.com/never-fully-dressed/never-fully-dressed-knit-sweater-dress-and-cape-set-in-khaki-print/grp/210243828#colourWayId-209698000
female,teen,party,brown,classic,ASOS DESIGN v-neck satin maxi slip dress with...,ASOS DESIGN,mixed,74.99,https://images.asos-media.com/products/asos-design-v-neck-satin-maxi-slip-dress-with-sheer-skirt/209886283-1-tbc,https://www.asos.com/asos-design/asos-design-v-neck-satin-maxi-slip-dress-with-sheer-skirt/prd/209886283#colourWayId-209886290
female,teen,party,brown,classic,Never Fully Dressed Mimi satin slip midaxi dr...,Never Fully Dressed,navy,157.0,https://images.asos-media.com/products/never-fully-dressed-mimi-satin-slip-midaxi-dress-in-navy/209789571-1-navy,https://www.asos.com/never-fully-dressed/never-fully-dressed-mimi-satin-slip-midaxi-dress-in-navy/prd/209789571#colourWayId-209789574
female,adult,formal,brown,elegant,ASOS DESIGN double breasted regular fit suit ...,ASOS DESIGN,green,208.99,https://images.asos-media.com/products/asos-design-double-breasted-regular-fit-suit-in-dark-green/208899620-2,https://www.asos.com/asos-design/asos-design-double-breasted-regular-fit-suit-in-dark-green/grp/210186771
female,young_adult,party,olive,classic,Vero Moda slinky jersey midi dress with rhine...,Vero Moda,black,49.3,https://images.asos-media.com/products/vero-moda-slinky-jersey-midi-dress-with-rhinestone-embellished-cami-straps-in-black/209350817-1-black,https://www.asos.com/vero-moda/vero-moda-slinky-jersey-midi-dress-with-rhinestone-embellished-cami-straps-in-black/prd/209350817#colourWayId-209350818
female,adult,party,dark,classic,Vero Moda sleeveless slash neck glitter midi ...,Vero Moda,black,52.2,https://images.asos-media.com/products/vero-moda-sleeveless-slash-neck-glitter-midi-dress-in-black-and-silver/209388403-1-blacksilver,https://www.asos.com/vero-moda/vero-moda-sleeveless-slash-neck-glitter-midi-dress-in-black-and-silver/prd/209388403#colourWayId-209388414
female,young_adult,party,medium,classic,ASOS DESIGN velvet high neck mini dress with ...,ASOS DESIGN,black,49.99,https://images.asos-media.com/products/asos-design-velvet-high-neck-mini-dress-with-scallop-lace-deep-hem-detail-in-black/210020948-1-black,https://www.asos.com/asos-design/asos-design-velvet-high-neck-mini-dress-with-scallop-lace-deep-hem-detail-in-black/prd/210020948#colourWayId-210020950
